"","date","target","insult","tweet"
"1949","2016-08-26","hillary-clinton","will NEVER be able to solve the problems of poverty, education and safety","Crooked Hillary will NEVER be able to solve the problems of poverty, education and safety within the African-American & Hispanic communities"
"1950","2016-08-26","mika-brzezinski","crazy","Wonderful @pastormarkburns was attacked viciously and unfairly on @MSNBC by crazy @morningmika on low ratings @Morning_Joe. Apologize!"
"1951","2016-08-26","morning-joe","low ratings","Wonderful @pastormarkburns was attacked viciously and unfairly on @MSNBC by crazy @morningmika on low ratings @Morning_Joe. Apologize!"
"1952","2016-08-26","hillary-clinton","called African-American youth “SUPER PREDATORS”","How quickly people forget that Crooked Hillary called African-American youth ""SUPER PREDATORS"" - Has she apologized?"
"1953","2016-08-28","hillary-clinton","Crooked","I think that both candidates, Crooked Hillary and myself, should release detailed medical records. I have no problem in doing so! Hillary?"
"1954","2016-08-29","hillary-clinton","Crooked","Does anyone know that Crooked Hillary, who tried so hard, was unable to pass the Bar Exams in Washington D.C. She was forced to go elsewhere"
"1955","2016-08-29","hillary-clinton","Crooked","Crooked Hillary's brainpower is highly overrated.Probably why her decision making is so bad or, as stated by Bernie S, she has BAD JUDGEMENT"
"1956","2016-08-29","hillary-clinton","brainpower is highly overrated,  decision making is so bad","Crooked Hillary's brainpower is highly overrated.Probably why her decision making is so bad or, as stated by Bernie S, she has BAD JUDGEMENT"
"1957","2016-08-29","hillary-clinton","has BAD JUDGEMENT","Crooked Hillary's brainpower is highly overrated.Probably why her decision making is so bad or, as stated by Bernie S, she has BAD JUDGEMENT"
"1958","2016-08-29","hillary-clinton","Crooked","#CrookedHillary https://t.co/vXhcC8PaPy"
"1959","2016-08-29","obamacare","horrible disaster","We will repeal and replace the horrible disaster known as #Obamacare! https://t.co/YzRTPrqrNC"
"1960","2016-09-01","hillary-clinton","doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!","Hillary Clinton didn't go to Louisiana, and now she didn't go to Mexico. She doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!"
"1961","2016-09-01","hillary-clinton","doesn't have the strength or the stamina to MAKE AMERICA GREAT AGAIN!","Hillary Clinton doesn't have the strength or the stamina to MAKE AMERICA GREAT AGAIN! #AmericaFirst
 https://t.co/G1MuLrjhW9"
"1962","2016-09-02","mika-brzezinski","crazy and very dumb","Just heard that crazy and very dumb @morningmika had a mental breakdown while talking about me on the low ratings @Morning_Joe. Joe a mess!"
"1963","2016-09-02","mika-brzezinski","had a mental breakdown while talking about me","Just heard that crazy and very dumb @morningmika had a mental breakdown while talking about me on the low ratings @Morning_Joe. Joe a mess!"
"1964","2016-09-02","joe-scarborough","a mess","Just heard that crazy and very dumb @morningmika had a mental breakdown while talking about me on the low ratings @Morning_Joe. Joe a mess!"
"1965","2016-09-02","morning-joe","low ratings","Just heard that crazy and very dumb @morningmika had a mental breakdown while talking about me on the low ratings @Morning_Joe. Joe a mess!"
"1966","2016-09-03","cnn","so disgusting in their bias",".@CNN is so disgusting in their bias, but they are having a hard time promoting Crooked Hillary in light of the new e-mail scandals."
"1967","2016-09-03","hillary-clinton","Crooked",".@CNN is so disgusting in their bias, but they are having a hard time promoting Crooked Hillary in light of the new e-mail scandals."
"1968","2016-09-04","the-new-york-times","failing","Wow, the failing @nytimes has not reported properly on Crooked's FBI release. They are at the back of the pack - no longer a credible source"
"1969","2016-09-04","the-new-york-times","has not reported properly","Wow, the failing @nytimes has not reported properly on Crooked's FBI release. They are at the back of the pack - no longer a credible source"
"1970","2016-09-04","the-new-york-times","at the back of the pack","Wow, the failing @nytimes has not reported properly on Crooked's FBI release. They are at the back of the pack - no longer a credible source"
"1971","2016-09-04","the-new-york-times","no longer a credible source","Wow, the failing @nytimes has not reported properly on Crooked's FBI release. They are at the back of the pack - no longer a credible source"
"1972","2016-09-04","hillary-clinton","Crooked","Wow, the failing @nytimes has not reported properly on Crooked's FBI release. They are at the back of the pack - no longer a credible source"
"1973","2016-09-04","hillary-clinton","Crooked","Crooked Hillary's V.P. pick said this morning that I was not aware that Russia took over Crimea. A total lie - and taken over during O term!"
"1974","2016-09-04","jeff-flake","weak","The Republican Party needs strong and committed leaders, not weak people such as @JeffFlake, if it is going to stop illegal immigration."
"1975","2016-09-04","jeff-flake","a very weak and ineffective Senator","The Great State of Arizona, where I just had a massive rally (amazing people), has a very weak and ineffective Senator, Jeff Flake. Sad!"
"1976","2016-09-04","jeff-flake","Sad!","The Great State of Arizona, where I just had a massive rally (amazing people), has a very weak and ineffective Senator, Jeff Flake. Sad!"
"1977","2016-09-04","hillary-clinton","Crooked","The polls are close so Crooked Hillary is getting out of bed and will campaign tomorrow.Why did she hammer 13 devices and acid-wash e-mails?"
"1978","2016-09-04","hillary-clinton","Lyin'","Lyin' Hillary Clinton told the FBI that she did not know the ""C"" markings on documents stood for CLASSIFIED. How can this be happening?"
"1979","2016-09-05","barack-obama","not a natural deal maker","President Obama & Putin fail to reach deal on Syria - so what else is new? Obama is not a natural deal maker. Only makes bad deals!"
"1980","2016-09-05","barack-obama","Only makes bad deals!","President Obama & Putin fail to reach deal on Syria - so what else is new? Obama is not a natural deal maker. Only makes bad deals!"
"1981","2016-09-06","rodrigo-duterte","Terrible!","China wouldn't provide a red carpet stairway from Air Force One and then Philippines President calls Obama ""the son of a whore."" Terrible!"
"1982","2016-09-06","china","Terrible!","China wouldn't provide a red carpet stairway from Air Force One and then Philippines President calls Obama ""the son of a whore."" Terrible!"
"1983","2016-09-06","the-media","never covered Hillary's massive “hacking” or coughing attack","Mainstream media never covered Hillary’s massive ‘hacking’
 or coughing attack, yet it is #1 trending. What’s up?"
"1984","2016-09-08","hillary-clinton","just gave a disastrous news conference","Hillary just gave a disastrous news conference on the tarmac to make up for poor performance last night. She's being decimated by the media!"
"1985","2016-09-08","hillary-clinton","totally confused","Hillary Clinton answered email questions differently last night than she has in the past. She is totally confused. Unfit to serve as #POTUS."
"1986","2016-09-08","hillary-clinton","Unfit to serve as #POTUS","Hillary Clinton answered email questions differently last night than she has in the past. She is totally confused. Unfit to serve as #POTUS."
"1987","2016-09-09","hillary-clinton","very dumb","It wasn't Matt Lauer that hurt Hillary last night. It was her very dumb answer about emails & the veteran who said she should be in jail."
"1988","2016-09-09","cnn-trump-documentary","a total waste of time","The documentary of me that @CNN just aired is a total waste of time. I don't even know many of the people who spoke about me. A joke!"
"1989","2016-09-09","cnn-trump-documentary","A joke!","The documentary of me that @CNN just aired is a total waste of time. I don't even know many of the people who spoke about me. A joke!"
"1990","2016-09-09","cnn","unwatchable",".@CNN is unwatchable. Their news on me is fiction. They
 are a disgrace to the broadcasting industry and an arm of the Clinton campaign."
"1991","2016-09-09","cnn","Their news on me is fiction,  a disgrace to the broadcasting industry,  an arm of the Clinton campaign",".@CNN is unwatchable. Their news on me is fiction. They
 are a disgrace to the broadcasting industry and an arm of the Clinton campaign."
"1992","2016-09-09","jeff-zucker","failed @NBC and he is now failing @CNN","Jeff Zucker failed @NBC and he is now failing @CNN."
"1993","2016-09-09","bakari-sellers","failed @CNN announcer","Henry McMaster, Lt. Governor of South Carolina who endorsed me, beat failed @CNN announcer Bakari Sellers, so badly. Funny!"
"1994","2016-09-10","tony-schwartz","Dummy writer","Dummy writer @tonyschwartz, who wanted to do a second book with me for years (I said no), is now a hostile basket case who feels jilted!"
"1995","2016-09-10","tony-schwartz","wanted to do a second book with me for years (I said no)","Dummy writer @tonyschwartz, who wanted to do a second book with me for years (I said no), is now a hostile basket case who feels jilted!"
"1996","2016-09-10","tony-schwartz","a hostile basket case who feels jilted!","Dummy writer @tonyschwartz, who wanted to do a second book with me for years (I said no), is now a hostile basket case who feels jilted!"
"1997","2016-09-10","tony-schwartz","hardly knows me","I havn't seen @tonyschwartz in many years, he hardly knows me. Never liked his style. Super lib, Crooked H supporter. Irrelevant dope!"
